,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
551,13,15,14,18,15,15,16,14,17,15,14,12,7,13,14,6,13,11,8,15,10,7,10,12,11,10,13,15,7,11,10,19,12,19,18,19,16,13,13,6,8,14,9,12,12,13,12,12,13,9,14
552,8,15,12,13,12,15,14,11,12,11,10,8,11,10,9,10,9,9,12,14,11,9,11,11,11,10,12,11,11,13,8,10,13,7,14,10,14,17,20,8,13,12,9,12,16,16,10,13,10,11,15
553,14,16,14,15,13,11,13,11,11,21,16,18,17,15,13,13,14,14,11,10,8,10,14,9,8,10,11,10,11,10,18,12,11,13,12,13,13,9,18,16,21,16,12,17,15,9,13,13,10,15,19
554,14,12,14,20,19,18,15,14,13,13,14,13,12,16,17,8,10,14,12,18,10,15,14,14,16,19,20,17,12,15,19,9,16,16,12,13,11,11,13,13,15,12,11,9,12,14,11,11,13,11,14
555,14,11,15,12,15,16,17,11,15,9,9,11,6,13,13,17,22,11,10,10,8,15,16,8,15,16,11,10,12,17,17,14,13,10,16,9,14,8,6,12,17,16,12,18,15,13,13,13,14,12,14
556,16,12,16,18,14,14,15,14,20,14,13,13,13,12,17,12,12,12,13,14,16,14,19,20,13,20,15,12,9,12,14,13,20,20,15,14,14,11,12,15,10,16,13,20,10,20,14,13,15,13,15
557,19,15,11,14,12,15,16,14,14,12,10,11,9,10,15,16,12,13,14,16,7,16,8,9,18,10,11,13,8,12,17,14,13,10,14,12,12,9,14,17,12,16,14,13,14,13,10,20,14,15,13
558,12,9,12,13,11,12,10,9,12,14,12,16,10,14,12,14,17,15,8,14,10,14,14,13,17,13,9,15,11,16,17,16,12,11,8,14,12,19,15,12,12,10,12,15,17,8,10,14,13,15,13
559,7,11,10,16,13,15,16,16,18,15,15,11,16,17,12,17,13,11,16,20,13,18,15,18,18,9,16,16,17,16,17,21,20,10,18,10,11,7,19,13,10,10,15,16,14,6,18,16,15,17,15
560,10,11,13,12,10,14,15,15,11,17,16,15,13,10,13,10,17,11,14,20,14,19,19,23,12,14,14,14,14,13,11,11,15,15,17,20,11,10,12,14,15,12,12,17,8,11,19,11,13,19,16
561,15,10,10,13,16,16,15,10,6,11,9,13,7,12,6,14,15,11,12,16,8,21,20,21,15,14,16,15,18,12,15,14,15,13,13,14,14,19,9,18,13,12,15,12,11,17,11,12,11,13,15
562,16,12,15,12,11,10,10,18,14,19,16,13,15,11,16,10,12,13,12,17,15,19,18,19,11,12,19,15,16,11,18,16,10,10,15,12,16,16,11,14,8,9,18,15,14,15,16,16,14,21,14
563,10,11,9,15,8,11,18,15,19,14,17,15,13,17,13,11,10,10,13,13,17,15,15,15,17,22,17,14,18,16,13,13,8,14,8,11,16,15,12,16,9,8,12,13,16,17,20,14,14,23,13
564,13,16,12,12,13,10,13,14,13,16,13,13,17,12,12,13,11,20,14,16,12,18,21,18,16,12,17,11,17,12,13,16,12,17,17,16,16,15,11,13,11,17,14,14,20,14,10,12,18,16,13
565,14,11,11,8,12,15,14,17,14,11,16,13,13,15,11,10,13,16,12,13,11,15,18,15,11,14,21,10,17,11,25,16,12,15,14,16,11,10,15,14,11,14,14,19,22,12,18,9,9,13,17
566,13,11,13,16,8,14,11,11,16,18,15,12,12,16,12,11,14,9,10,18,13,15,13,13,9,15,10,15,17,17,14,17,11,14,14,16,16,17,19,10,15,13,14,18,10,16,14,13,16,10,17
567,18,16,15,14,15,16,18,14,15,13,13,16,11,14,9,16,14,15,16,11,5,13,15,13,15,19,13,18,10,11,12,12,11,14,15,13,11,15,12,12,13,11,11,16,12,11,15,14,12,21,11
568,14,11,14,14,11,14,14,13,10,8,15,13,9,11,12,14,14,17,12,14,9,12,12,14,14,18,20,8,18,11,15,20,13,11,18,17,14,13,6,8,16,14,14,15,15,18,18,13,14,19,14
569,15,13,13,9,11,11,17,12,17,13,14,17,16,13,14,14,15,8,8,10,10,19,19,19,17,17,23,11,18,14,15,17,14,10,12,17,11,6,12,13,13,15,10,13,12,15,14,15,13,18,17
570,14,14,11,14,17,14,17,8,14,14,11,13,12,16,17,17,15,9,15,14,16,14,17,16,14,16,12,6,14,17,15,12,16,18,18,18,10,15,17,12,14,9,11,15,13,13,16,14,24,16,14
571,15,11,14,8,12,12,16,11,16,16,15,13,18,17,18,10,15,12,15,17,15,18,15,18,18,18,14,18,19,18,13,16,11,17,15,9,16,8,13,17,12,12,14,12,11,15,17,12,13,12,13
572,13,13,12,12,9,9,18,13,15,19,15,16,16,19,20,16,16,18,15,11,18,19,8,19,18,13,16,16,14,14,18,17,16,13,11,18,11,13,16,16,17,14,13,11,13,9,10,8,8,14,9
573,13,13,11,9,16,13,11,17,17,16,18,9,16,13,15,12,15,13,12,16,14,16,18,16,9,13,12,16,15,14,9,13,12,8,15,13,9,18,14,10,14,14,12,16,17,10,11,12,12,16,14
574,14,14,13,18,15,13,11,14,9,12,10,12,11,18,12,12,12,15,12,15,14,16,16,13,13,16,13,9,15,13,18,17,15,14,17,17,18,12,12,8,10,17,14,12,15,13,16,11,13,12,15
575,14,13,13,14,12,16,15,15,13,13,14,14,11,5,8,12,11,12,7,16,18,12,16,16,18,13,11,12,16,15,16,11,16,9,17,14,14,13,13,11,13,13,14,8,15,11,14,13,17,17,13
576,8,8,9,13,12,17,6,10,11,13,12,11,12,14,14,11,13,9,16,19,9,12,16,11,15,12,11,13,11,11,12,13,11,12,14,9,9,13,15,15,15,15,14,15,13,11,21,11,14,14,12
577,6,14,14,11,11,9,9,17,12,9,11,18,10,19,17,14,16,18,18,15,12,11,13,19,17,17,20,16,15,16,17,14,12,11,5,8,15,21,20,11,16,14,12,12,16,16,13,12,10,11,15
578,8,11,13,12,15,12,7,11,12,11,10,13,6,8,9,9,13,13,7,7,9,9,16,17,10,11,12,11,6,11,17,7,11,6,13,17,4,10,8,7,14,11,10,4,9,6,13,12,9,14,8
579,14,15,12,13,12,14,16,19,11,19,21,12,9,13,8,12,10,15,10,11,7,4,13,13,10,15,14,12,12,11,8,16,12,11,11,16,8,16,20,14,19,12,8,12,12,7,10,15,6,12,13
580,6,7,17,7,8,12,10,6,15,11,12,12,8,9,11,13,16,9,10,15,17,6,16,20,6,15,12,11,17,17,12,17,14,11,13,15,14,12,14,10,12,8,12,16,13,9,14,14,9,13,11
581,12,13,13,13,15,18,10,14,13,12,18,16,15,13,12,12,12,13,14,13,17,9,16,10,12,12,16,15,18,8,11,10,17,16,15,8,10,21,13,13,12,14,17,20,14,14,15,15,13,20,16
582,10,9,15,10,6,16,14,10,18,15,14,9,13,5,9,16,14,15,6,15,10,12,19,14,14,12,16,11,12,10,12,11,18,13,11,12,12,18,15,15,16,14,8,15,7,18,18,16,17,16,20
583,3,8,18,4,12,16,9,12,16,6,11,13,11,12,16,5,5,10,6,5,7,2,8,16,7,7,10,6,9,9,9,9,13,4,8,14,12,13,10,7,9,14,3,6,17,7,10,14,8,10,12
584,5,10,6,9,11,9,6,13,13,8,13,8,8,7,5,3,6,12,2,11,14,9,11,11,9,13,15,13,15,13,6,10,10,14,18,10,11,2,5,12,15,15,7,8,8,14,11,7,12,8,8
585,5,15,14,13,14,21,11,9,9,7,13,11,11,15,17,7,18,14,7,10,17,10,17,13,14,9,9,8,13,17,12,8,8,10,9,13,14,12,13,11,15,17,15,11,8,16,8,10,7,5,9
586,13,11,13,14,12,12,8,11,16,12,14,16,6,14,11,11,14,15,13,14,14,9,14,10,13,13,12,13,13,11,13,12,9,8,15,8,14,14,18,9,10,12,8,10,8,12,12,9,13,11,11
587,13,18,12,11,15,11,12,15,14,17,14,13,10,7,7,9,14,11,14,10,14,11,18,12,17,15,11,9,15,11,11,9,10,14,16,13,15,12,17,14,16,17,13,15,13,10,12,16,15,15,13
588,16,14,17,11,16,12,16,19,13,14,16,12,15,8,11,11,11,8,13,10,9,15,16,16,13,11,12,13,9,7,15,16,13,10,15,17,11,11,11,7,10,9,9,15,15,9,14,12,10,9,8
589,17,12,16,12,12,11,10,16,15,15,16,16,13,7,7,19,16,16,11,13,9,12,14,11,15,16,10,9,13,13,14,16,19,8,14,8,17,13,9,15,10,13,12,12,14,8,15,11,16,13,13
590,11,11,11,11,18,13,13,15,11,13,13,13,11,17,11,11,13,13,13,20,17,9,10,11,14,13,14,8,13,15,14,17,17,12,15,11,8,8,9,17,9,11,9,10,10,6,13,11,15,9,7
591,5,9,14,10,12,10,7,10,12,15,16,14,11,13,13,9,19,8,16,15,20,10,12,14,14,15,14,8,19,15,11,16,16,9,9,11,11,17,21,11,14,12,9,15,14,13,11,9,10,9,13
592,13,9,9,12,14,8,17,13,9,11,13,11,6,10,8,9,16,12,14,16,14,11,13,10,12,8,5,15,13,11,8,13,13,9,12,8,12,20,12,9,12,7,13,13,14,12,11,13,15,5,3
593,9,10,9,9,12,10,4,13,15,7,14,17,12,13,12,9,15,20,9,13,10,11,16,10,12,19,19,11,11,9,12,14,16,8,15,19,12,14,14,9,10,8,15,10,14,9,11,9,10,11,10
594,11,16,13,8,15,14,9,11,12,8,13,9,12,9,15,15,12,14,8,14,9,14,11,16,10,13,10,13,9,10,9,14,14,13,13,15,5,16,14,14,9,7,8,9,14,12,9,7,10,15,15
595,13,14,13,14,13,15,12,14,13,10,13,17,6,16,14,8,13,13,13,12,10,12,15,15,14,10,8,12,9,11,11,11,12,17,13,9,13,16,15,7,13,9,11,9,6,11,11,11,11,14,12
596,8,17,10,14,13,10,11,13,16,15,10,12,13,16,18,12,17,15,6,14,8,10,15,11,16,13,11,10,13,13,8,11,7,10,12,7,10,12,12,16,17,12,6,10,11,12,20,16,13,9,7
597,18,15,12,16,17,10,17,16,10,14,9,10,7,13,11,11,11,13,8,13,17,14,10,8,8,15,10,13,11,6,11,11,10,7,14,13,11,14,14,14,14,15,12,10,14,12,11,10,14,11,7
598,2,8,13,3,10,12,4,15,13,2,15,18,9,12,12,5,16,10,9,10,10,12,11,15,6,12,9,11,10,11,8,8,10,13,17,15,14,13,13,8,12,13,8,10,12,13,12,8,14,7,5
599,2,14,16,2,10,14,3,17,13,0,15,15,3,10,14,0,10,22,2,16,10,2,13,13,1,9,9,8,12,8,10,11,11,3,12,22,14,16,17,3,13,18,4,10,14,11,13,17,12,13,7
600,4,18,17,4,15,15,8,14,14,6,10,11,7,14,18,6,10,16,6,13,11,2,18,12,10,13,11,8,9,14,10,14,16,0,15,15,2,17,14,7,13,11,4,15,10,0,15,17,4,16,18
601,13,10,9,9,5,3,11,7,8,7,6,7,12,13,8,12,12,9,14,10,15,11,14,10,14,17,17,11,16,11,20,24,16,8,11,13,8,15,12,16,16,17,8,9,12,8,13,13,10,13,13
602,9,9,9,7,6,5,11,12,11,10,7,8,9,9,11,7,10,5,14,16,16,10,9,6,13,15,13,8,12,8,7,13,11,12,13,10,9,12,13,11,15,16,11,13,14,15,14,12,9,11,12
603,9,11,11,7,11,11,9,11,13,6,9,8,9,14,11,15,9,15,8,8,8,10,9,8,8,13,13,8,7,10,9,12,10,7,14,5,10,15,4,12,11,12,8,11,8,12,15,12,10,17,14
604,2,16,11,4,16,12,2,16,8,0,12,9,3,9,13,8,12,12,3,11,11,4,10,6,8,11,9,4,14,7,7,13,11,9,16,9,12,19,14,6,5,8,10,18,12,11,19,11,8,11,8
605,0,13,18,0,7,16,0,9,14,0,11,16,0,13,17,0,9,13,2,14,12,2,13,15,2,12,13,4,15,17,2,10,10,4,16,11,5,11,13,4,14,17,4,10,12,4,14,9,6,13,10
606,0,5,16,2,7,15,2,5,16,2,7,13,2,9,19,0,11,17,0,14,15,0,18,18,2,16,19,2,11,12,10,6,8,0,8,16,2,14,16,0,20,18,2,14,15,0,13,16,2,14,12
607,3,0,13,5,0,14,7,2,12,9,4,15,6,0,9,8,6,11,11,0,8,8,9,11,14,12,12,7,6,13,9,7,8,8,15,9,9,10,10,12,10,10,10,10,11,4,9,7,11,14,12
608,5,6,12,9,6,11,9,8,13,5,7,15,10,6,15,6,6,9,12,5,13,12,10,14,7,10,16,17,13,21,10,10,9,12,13,16,5,11,13,4,17,9,4,10,6,11,11,11,5,9,11
609,4,1,17,0,0,15,2,1,15,1,1,15,7,5,13,1,7,15,3,2,17,3,5,12,10,14,17,6,9,8,5,6,10,7,10,14,10,13,13,13,13,11,4,8,11,7,5,13,6,11,8
610,7,6,8,9,6,9,7,4,7,7,11,9,5,10,11,12,10,13,7,15,15,13,13,11,11,8,11,10,19,16,14,11,11,5,5,15,8,15,11,7,11,11,8,7,12,9,13,13,2,11,10
611,12,8,10,9,10,14,11,7,12,8,7,10,8,13,12,8,3,10,7,7,13,8,8,12,7,10,10,10,5,15,14,9,16,9,10,9,7,8,12,14,12,19,11,9,13,9,14,11,11,16,14
612,8,11,13,9,6,11,10,9,14,9,14,16,9,13,12,9,12,14,15,17,10,14,10,18,9,15,18,13,11,15,13,7,9,13,14,10,8,16,14,12,14,9,11,17,10,16,14,7,10,12,18
613,14,8,16,12,13,14,11,13,17,7,13,17,15,11,10,16,16,10,16,7,9,17,13,15,18,12,14,14,8,12,16,17,9,12,15,15,13,11,9,10,13,6,15,19,21,10,9,12,12,13,9
614,16,14,16,16,11,9,11,13,12,10,17,13,6,14,18,15,15,13,10,13,15,14,15,13,12,7,15,20,16,13,9,14,13,14,19,16,12,11,12,14,13,14,13,14,15,10,13,17,8,14,15
615,17,16,13,14,9,7,11,10,11,13,15,14,12,17,11,15,11,10,10,14,18,11,16,14,8,10,15,13,16,11,13,15,14,10,6,12,14,12,13,9,14,20,12,10,14,15,16,12,9,18,17
616,15,10,8,13,10,10,18,6,7,16,10,14,15,10,9,12,6,21,16,15,18,8,10,15,19,11,10,12,18,9,13,12,10,13,10,11,11,11,10,13,10,11,12,17,15,16,17,13,14,16,5
617,10,14,12,10,13,12,9,18,15,12,13,13,13,8,19,15,14,15,15,7,9,12,11,14,15,13,15,12,9,10,14,9,15,17,17,17,13,16,11,10,13,5,13,12,11,14,12,10,11,13,14
618,12,15,16,12,18,14,13,12,9,11,12,10,13,13,14,11,12,17,11,4,12,13,18,13,13,10,14,15,14,14,20,16,21,12,16,14,17,13,17,12,14,8,10,14,13,19,9,9,14,12,15
619,16,13,12,10,7,15,12,14,11,13,12,13,8,15,16,8,9,17,12,7,9,11,11,15,15,14,17,8,12,18,19,16,12,8,16,12,16,11,9,14,12,14,13,14,13,9,19,10,11,15,14
620,13,13,18,11,11,13,15,14,16,14,16,13,17,15,12,11,11,10,13,14,15,12,12,11,11,13,17,12,14,13,13,16,20,9,7,9,18,18,15,13,16,14,11,14,13,13,11,14,13,13,17
621,11,9,15,8,9,15,13,12,16,12,18,8,13,13,12,11,15,7,14,12,7,13,6,13,14,15,13,10,14,9,7,12,12,16,18,17,11,18,11,15,13,13,11,9,12,17,19,18,16,13,9
622,17,13,10,9,12,7,12,14,13,18,17,13,13,10,14,8,11,13,12,16,11,13,11,11,15,12,16,15,16,11,12,14,11,19,18,15,15,16,16,14,10,6,15,6,10,11,8,8,17,12,10
623,10,10,11,12,12,12,10,11,10,12,6,10,11,14,17,12,16,11,15,18,11,8,16,12,10,9,13,11,11,14,13,11,9,14,18,15,14,9,13,15,12,16,6,14,13,14,19,17,15,18,12
624,11,11,11,10,10,9,9,12,11,15,7,9,12,15,21,15,17,9,9,15,11,12,9,11,14,14,11,9,17,14,10,16,10,17,15,11,16,17,19,11,13,13,8,12,14,12,10,12,14,13,10
625,19,17,16,17,13,13,21,17,19,14,10,14,11,8,15,14,11,14,10,7,8,15,18,15,14,14,12,16,9,11,11,11,11,13,14,9,12,17,19,10,8,15,12,8,12,11,9,11,11,13,18
626,12,15,9,13,14,16,13,16,13,17,15,11,15,14,9,18,11,6,13,12,10,18,17,12,16,15,19,12,12,12,12,15,11,12,10,16,14,12,13,14,15,22,18,10,14,13,16,15,13,9,16
627,10,13,8,12,8,10,10,15,9,12,17,11,8,9,11,10,12,13,15,13,19,17,16,15,14,15,11,6,20,10,12,17,13,15,14,14,11,11,14,13,11,18,13,10,12,9,7,12,15,14,14
628,10,9,10,13,19,9,11,14,12,9,9,11,13,16,14,12,11,10,14,15,10,12,11,6,15,11,17,12,16,11,11,16,14,14,13,9,16,17,15,8,14,16,9,11,17,14,13,12,14,18,15
629,7,10,17,11,13,16,14,10,16,8,15,15,15,13,12,9,8,15,9,13,11,13,13,12,12,10,13,9,11,15,11,13,12,10,11,12,12,9,9,7,11,14,7,13,8,12,9,10,13,11,12
630,13,15,13,12,11,14,12,15,10,14,15,20,10,13,16,10,11,18,10,11,14,6,10,12,11,11,9,14,16,18,13,14,9,12,17,18,8,11,13,14,9,9,10,14,11,12,16,11,12,11,13
631,5,13,12,9,9,13,12,13,12,10,13,11,13,10,14,10,10,10,8,14,16,17,14,12,13,21,19,14,15,14,14,16,16,8,9,9,11,14,14,8,12,12,15,16,14,8,13,12,14,16,20
632,9,14,15,7,15,9,9,11,10,16,13,14,8,7,11,9,14,15,11,14,18,13,14,11,10,11,11,18,11,15,15,12,14,12,8,12,9,14,15,9,13,15,12,8,11,13,14,20,7,14,13
633,10,15,10,8,6,13,15,8,11,13,13,12,9,9,7,13,12,11,14,13,15,11,12,9,9,12,8,12,10,15,9,15,11,10,9,7,10,12,12,12,15,14,19,15,10,14,14,13,14,14,11
634,12,8,15,12,10,7,8,14,11,15,12,11,12,16,14,10,14,12,10,8,10,13,17,15,12,11,13,13,10,12,7,10,12,7,13,12,12,10,13,10,13,11,12,11,8,11,9,11,7,16,16
635,16,11,12,10,13,12,8,13,6,10,14,12,10,13,12,15,13,15,10,15,14,15,9,10,16,14,13,17,13,10,11,6,12,13,12,11,13,13,11,12,16,14,14,12,14,8,18,12,15,9,7
636,14,15,12,17,11,13,13,11,8,13,11,15,15,16,13,11,7,9,8,15,7,14,10,9,12,15,21,11,10,10,14,16,12,8,15,11,12,14,10,12,17,14,13,14,16,15,16,14,14,12,6
637,15,10,13,9,9,12,11,10,8,13,8,13,11,13,13,11,12,8,14,13,9,11,12,10,11,7,10,14,8,10,10,11,8,15,11,8,11,10,11,11,9,10,9,12,14,12,12,9,14,9,9
638,9,18,12,13,11,12,9,17,15,15,18,18,16,17,14,17,13,12,12,15,8,12,11,16,17,21,12,14,12,7,7,13,15,18,17,13,13,13,12,12,14,11,11,10,9,13,14,9,14,10,10
639,14,17,11,19,18,10,12,16,11,16,17,14,10,10,10,14,10,15,14,10,13,15,15,13,13,16,15,17,14,15,10,10,12,13,13,14,16,11,13,15,17,16,10,13,16,8,17,16,13,15,10
640,19,15,14,14,12,10,15,9,16,15,16,14,17,15,16,13,13,15,9,10,12,15,15,15,15,12,15,13,14,15,8,10,17,15,14,10,13,17,14,12,9,13,11,11,12,13,13,14,14,19,14
641,8,10,10,16,7,10,14,13,15,12,16,9,15,11,9,11,11,12,11,9,9,13,11,17,10,15,15,19,17,15,17,11,13,14,12,20,18,11,13,10,15,14,13,11,10,14,14,11,14,18,14
642,15,16,15,13,13,18,12,9,13,12,10,12,16,10,15,17,11,9,10,13,12,17,7,8,13,10,18,14,15,14,13,19,14,10,17,14,12,10,12,15,9,12,14,11,10,13,12,15,17,16,14
643,9,13,10,17,13,13,12,11,17,13,16,14,15,20,14,7,14,19,11,11,13,13,12,14,14,11,11,18,15,10,7,13,14,14,10,15,9,10,13,15,11,11,11,16,8,14,11,13,12,11,17
644,16,19,16,16,17,16,10,12,10,21,13,6,14,14,13,11,7,14,10,8,10,12,10,9,17,18,12,15,6,18,10,13,11,12,13,14,13,13,18,14,16,11,14,10,10,9,17,15,15,10,15
645,13,8,6,14,17,20,10,13,17,15,9,14,16,15,18,13,15,10,9,16,12,16,8,9,14,13,13,14,11,7,6,10,13,12,15,13,12,9,11,9,12,11,6,17,11,10,13,13,14,11,11
646,9,9,9,12,15,17,11,17,13,11,15,11,16,13,20,12,17,19,15,7,7,15,13,15,15,16,19,10,11,11,9,14,18,17,11,13,9,15,12,12,11,12,11,14,10,9,12,8,17,15,17
647,11,6,13,10,10,9,13,16,8,11,16,22,9,17,8,9,17,13,14,13,15,12,12,15,11,16,10,17,14,12,7,13,12,8,15,19,17,16,14,13,9,8,12,11,13,14,14,9,16,16,14
648,5,11,14,14,11,12,7,14,13,18,14,11,13,16,7,11,10,7,6,15,12,14,15,13,13,12,10,7,9,9,7,15,10,17,11,13,12,12,7,14,12,14,12,9,9,17,13,15,13,12,16
649,0,10,7,0,12,12,0,12,13,9,16,14,8,9,16,13,14,9,10,6,11,12,15,15,11,17,13,7,12,16,11,13,11,10,17,16,11,16,18,14,13,13,19,11,11,12,17,7,14,12,16
650,5,12,17,0,11,10,4,9,15,0,12,10,4,12,14,5,14,17,0,8,11,10,17,14,5,11,13,10,10,10,5,9,10,8,14,10,7,15,11,16,11,12,6,10,10,13,11,9,9,15,5
651,6,4,11,4,4,13,9,9,11,5,12,17,7,6,11,10,14,12,6,6,17,11,13,16,12,11,12,8,6,18,11,10,14,15,15,11,11,14,18,15,11,11,11,15,11,12,13,13,12,12,13
652,12,11,11,10,14,17,16,13,19,12,16,18,13,10,14,12,17,15,16,8,17,12,11,14,13,15,18,6,12,13,10,12,15,16,15,14,11,14,13,16,13,15,11,15,11,13,16,18,12,20,14
653,9,11,10,17,11,15,8,15,19,18,16,12,16,11,12,11,10,13,12,10,12,10,11,15,12,14,14,9,7,17,16,12,12,8,15,9,6,7,17,11,13,11,13,12,11,9,17,11,10,16,9
654,16,18,14,11,16,15,12,17,15,14,11,13,19,14,12,12,11,13,13,17,10,14,15,16,12,10,9,10,16,19,8,12,12,18,13,18,17,18,15,8,18,10,11,15,11,15,15,11,15,13,11
655,9,10,20,17,13,14,9,10,11,13,11,14,12,10,10,16,15,16,7,8,10,15,18,16,6,16,12,14,14,14,12,18,17,16,18,12,11,19,18,15,10,13,19,11,15,13,18,17,18,15,15
656,12,10,16,11,11,9,7,7,11,11,15,9,11,13,9,14,10,11,10,11,9,11,11,8,13,13,9,7,10,17,14,13,9,8,18,14,8,15,17,15,12,8,15,7,11,14,19,18,8,8,9
657,10,11,16,15,10,15,8,13,18,20,14,13,10,14,13,7,17,15,12,10,12,17,12,17,15,8,11,12,15,15,10,5,17,17,12,15,18,14,8,16,17,15,11,13,13,13,14,11,12,13,16
658,11,10,12,18,11,14,15,9,13,10,19,11,18,17,16,13,16,11,13,15,12,10,12,14,12,13,15,8,12,12,13,16,12,10,11,10,9,15,8,11,13,11,16,9,17,11,18,14,17,15,19
659,13,13,9,12,14,12,11,13,13,11,18,11,14,11,12,14,6,7,16,7,11,15,14,12,12,13,13,12,19,18,12,14,12,12,15,14,12,14,13,10,16,13,9,12,16,13,10,10,20,19,16
660,14,16,9,18,15,18,12,13,12,21,12,8,15,21,21,14,18,7,14,14,12,15,15,13,14,12,14,17,17,19,11,15,13,17,14,15,13,17,15,14,13,14,13,10,11,7,10,10,8,11,7
661,15,15,14,9,9,11,10,13,16,15,15,9,16,13,11,11,17,7,12,14,14,14,13,13,11,17,11,13,9,9,13,12,9,5,13,12,10,14,15,5,10,9,16,14,14,10,12,11,9,13,15
662,15,13,8,13,15,10,9,10,13,13,12,8,11,11,12,10,9,14,14,13,11,12,11,11,18,9,11,9,11,12,13,11,11,11,14,10,12,18,13,17,12,11,18,9,12,14,18,15,9,15,8
663,14,16,10,12,17,15,10,14,14,12,9,14,17,15,6,17,15,13,12,16,14,15,18,12,11,14,8,10,12,13,19,15,12,8,14,11,11,13,13,11,13,6,14,8,9,14,14,14,13,11,11
664,9,14,7,13,12,13,7,15,12,12,14,12,14,13,14,13,15,16,8,10,12,10,14,14,15,16,14,12,10,10,11,7,13,14,11,17,12,8,10,15,14,17,15,9,20,10,7,7,14,15,10
665,11,12,15,15,15,16,8,10,9,12,9,11,12,10,14,10,13,14,8,8,6,12,11,10,15,14,12,11,12,15,15,14,10,12,7,7,10,14,15,14,15,11,10,11,13,11,13,9,9,12,13
666,12,6,15,11,11,15,6,4,11,8,9,14,12,8,10,13,8,8,10,13,15,16,18,14,13,13,10,11,13,14,13,7,10,19,16,18,17,14,11,13,13,9,10,12,12,9,11,11,9,11,12
667,10,19,11,16,15,16,12,16,11,17,13,15,14,12,15,11,14,12,10,9,20,11,17,15,10,22,12,8,11,19,15,12,10,12,13,11,14,13,8,12,11,13,10,11,12,13,9,7,13,15,15
668,12,10,14,13,10,10,11,16,17,13,10,18,8,11,13,11,5,9,13,8,8,16,16,17,17,12,14,16,16,7,9,17,13,11,18,16,9,11,11,11,12,8,18,17,19,8,9,9,11,16,18
669,10,10,16,9,17,12,4,8,11,19,17,16,15,14,8,12,10,14,15,11,15,17,16,10,13,10,16,14,11,13,13,13,11,16,10,10,10,20,14,20,13,9,15,9,11,17,15,15,13,17,7
670,16,12,15,7,10,13,12,8,15,14,12,13,10,15,13,12,14,12,7,12,13,15,14,14,14,12,10,12,12,20,16,14,16,13,13,13,11,11,17,15,14,11,14,9,13,7,11,12,12,14,17
671,9,9,13,14,8,14,12,12,15,15,10,14,9,7,10,21,17,16,17,10,12,15,14,11,10,11,13,10,9,11,9,13,12,18,11,9,16,19,14,12,12,12,13,8,16,11,13,10,11,13,10
672,17,9,15,11,8,18,15,11,19,14,17,11,12,14,15,12,18,17,13,16,13,12,7,8,15,8,9,10,12,18,8,8,20,10,13,8,7,9,10,16,17,12,13,14,15,11,17,9,13,16,16
673,13,10,9,12,16,9,17,12,9,10,11,13,11,8,10,16,16,16,8,12,13,12,10,10,14,18,12,11,9,10,14,17,9,10,14,11,8,9,6,13,8,10,11,16,16,14,11,15,14,16,12
674,14,14,8,9,9,12,8,11,11,12,12,14,14,14,8,15,9,11,14,12,15,13,14,14,15,17,12,12,9,15,13,15,9,13,15,16,20,15,10,13,13,10,13,9,13,13,12,11,8,17,13
675,12,16,13,12,10,12,14,11,13,16,14,16,14,12,14,14,10,9,10,11,14,12,17,9,12,14,13,15,12,12,14,16,12,18,16,17,7,13,11,15,10,10,10,14,16,14,10,10,11,12,8
676,8,11,10,14,10,6,12,10,10,16,12,10,13,13,13,10,14,13,8,12,13,16,10,7,11,14,16,15,12,11,16,13,15,10,15,15,9,9,13,12,17,15,16,9,13,16,11,8,9,13,14
677,5,9,15,13,8,13,14,7,17,9,9,13,7,7,10,16,8,15,11,4,12,13,9,11,12,7,7,7,10,13,9,8,11,9,8,12,5,12,13,5,9,13,9,13,12,5,6,15,6,15,11
678,6,9,18,7,7,14,3,5,18,7,7,13,3,4,13,7,8,10,3,11,15,8,11,6,7,5,6,8,9,10,7,10,14,6,7,11,7,7,12,7,13,11,8,15,14,8,17,14,11,22,16
679,1,8,11,1,14,12,3,10,13,5,12,13,3,9,14,8,8,8,8,10,16,13,12,11,20,13,14,10,13,14,13,13,10,10,10,15,10,7,5,15,8,16,11,14,20,12,11,12,10,14,13
680,3,4,6,3,4,4,7,2,8,4,4,3,3,8,12,7,10,11,5,7,16,5,10,13,6,9,13,7,10,9,6,5,10,12,11,8,16,16,17,7,16,9,12,9,10,7,9,8,14,16,9
